Pos;Solution;Nombre_noeuds;Temps
GWWYXOGOGYRYRXWBWYRYROXGROBWBORXWRYOGGORXBBGYBGWBXBOYW;;;
GWWYXRGBWYRYRXWBWYROGOXOROBRGOYXWRYOGGORXBBGYBGWBXBOYW;;;
GWWYXRGBWYRYRXWBWYROGOXYRYRRGOBXWWGOGGORXBBGYBOBBXOOYW;;;
GWWYXRGBWYRYGXWYBYROGOXYRYRRGOBXWWGOGGORXYBBOBOBRXOBWW;;;
GWWYXRGBWYRYGXWYBYROGOXYRYRRGOBXBWRBGGOWXYWOOBOBRXWBGO;;;
GWWYXRGBWYRYGXWYBYROGOXYRYRRGOBXOWWWGGOGXYOWOBOBRXBBRB;;;
GGGYXGGBWYRYGXWYBYROGOXYRYRRWWBXRWWWOOOGXYOWOBOBRXBBRB;;;
GGGYXGGBWYRYGXWYBYROGOXWRBWRWWBXRBOWOOOGXYOWOBYRRXYBRB;;;
GWWYXRGBWYRYGXWYBYROGOXWRBWRGOBXOBOWGGOGXYOWOBYRRXYBRB;;;
GWWYXRGBWYRYGXWYBYROGOXWRBWRGOBXYBRBGGOOXYWOOBYRRXWBGO;;;
GWWYXBGGRYRYGXWYBYRRWOXBRBWGWOOXYBRBGGOOXYWOOBYRRXWBGO;;;
GWWYXOGWGYRYGXWYBYRBROXGRBWWBORXYBRBGGOOXYWOOBYRRXWBGO;;;
OYWGXOGWGGWYYXWYBYRBROXGRBWWBORXYBRBGGYOXRWOOBYRRXWBGO;;;
OYWGXOGWGGWYYXRYYBRBRBXGYWWWBORXYBRBGGYOXRWOORORBXWBGO;;;
OBOGXYGWGGWYYXRYYBRBRBXGYWWWOGRXGBRBWOYYXRWOORORBXWBGO;;;
OOGGXGGWGGWYYXRYYBRBRBXGYWWWYWRXOBRBOYYBXRWOORORBXWBGO;;;
OYWGXOGWGGWYYXRYYBRBRBXGYWWWBORXYBRBGGYOXRWOORORBXWBGO;;;
OBOGXYGWGGWYYXRYYBRBRBXGYWWWOGRXGBRBWOYYXRWOORORBXWBGO;;;
OBOBXYRBGGWGYXGYYBYRRWXGYWWWOGRXGBRBWOYYXRWOORORBXWBGO;;;
OBOBXYRBGGWGYXGYYBYRRWXGYWWWOGRXOBYWWOYGXROWORORBXGBRB;;;
OBOBXYRBGGWGWXGORBYRRWXGYWWWOGRXOBYWWOYGXROBBRORYXGYYB;;;
OBOBXRROWGWGWXGORBYYGWXBYWWRGGRXOBYWWOYGXROBBRORYXGYYB;;;
GWOWXRROWYRGOXGORBYYGWXBYWWRGGRXOBYWWBOGXBOBBRORYXGYYB;;;
GGWWXBROWYRGOXGORBYYGWXBYWWRWORXRBYWGOOGXBOBBRORYXGYYB;;;
GGWWXBROWYRGOXGORBYYGWXYYRBRWOGXRROWGOOGXBOBBRBWYXWYYB;;;
GGWWXYRYGYRGOXGORBYGRWXWYRBWOOBXRROWGOOGXBOBBRBWYXWYYB;;;
GGWWXYRYGYRGBXGBBBYGRWXWYRBWOOBXRROWGOOGXYOYYRBWOXWORB;;;
GGWWXYRYGYRGBXGBBBYGRWXOYBRWOOWXRWBWGOOGXYOYYRWBOXRORB;;;
GGWWXGRORYRGBXGBBBYWWWXOYBRGYOYXRWBWGOOGXYOYYRWBOXRORB;;;
GYOWXRRORYRGBXGBBBYWWWXOYBRGGGYXOWBWWGOGXYOYYRWBOXRORB;;;
GYOWXRRORYRGYXGYYBYWWWXOYBRGGGYXOWBWWGOGXROOORWBBXRBBB;;;
GYOWXRRORYRGYXGYYBYWWWXBYYWGGGRXOBWWWGOGXROOORORBXBBBB;;;
GGGWXORORYRGYXGYYBYWWWXBYYWGGWRXGBWWOROYXROOORORBXBBBB;;;
GGWWXGRORYRGYXGYYBYWWWXBYYWGYORXRBWWGOOGXROOORORBXBBBB;;;
GGWWXGRORYRGYXGYYBYWWWXWYRBGYOBXRROWGOOGXROOORBWBXYBBB;;;
GGWWXGRORYRGBXGBBBYWWWXWYRBGYOBXRROWGOOGXYOYYRBWOXYORB;;;
GGWWXGRORYRGBXOBBRYWWBXWBGBGYOBXRROWGOOGXYOYYYWWRXYORB;;;
GGWWXGRORYRGBXRBWYYWWBXWROBGYOBXRROWGOOGXYOYYBBWGXYORB;;;
GGWWXWRWWYRGBXRBWYYBGBXYROBROOGXRROWGOOGXYOYYBBWGXYORB;;;
GGWWXBRYGYRGBXRBWYYGRBXOROBWWOWXRROWGOOGXYOYYBBWGXYORB;;;
GGGWXORYGYRGBXRBWYYGRBXOROBWGWWXBROWOROWXYOYYBBWGXYORB;;;
YRGBXORYGOYGRXRBWYYGRBXOROBWGWWXBROWOWGWXGOYYBBWGXYORB;;;
YRGBXORYGOYGRXOBBRYGRBXOBGBWGWWXBROWOWGWXGOYYYWWRXYORB;;;
YRGBXGROROYGRXOBBRYWWBXGBGBGYWOXBROWOWGWXGOYYYWWRXYORB;;;
YYWBXBROROYGRXOBBRYWWBXGBGBGWOOXWROWGGGRXGOYYYWWRXYORB;;;
YYWWXBYBROORRXBBBRGOWYXGBGBGWOOXWROWGGGRXGOYYYWWRXYORB;;;
YRGWXGYBROORRXBBBRGOWYXGBGBGYWOXBROWOWGWXGOYYYWWRXYORB;;;
YRGWXGYBROORRXBORRGOWYXGBGBGYWOXBROWOWGWXBORBYWWYXYYGB;;;
YRGWXGYBROORRXYOWYGOWRXGRBBGYWOXBROWOWGWXBORBBYWGXYYGB;;;
YRGWXGYBROORRXBORRGOWYXGBGBGYWOXBROWOWGWXBORBYWWYXYYGB;;;
YRGWXOYGWOORRXBORRGOGYXYBGBRBWGXBROWOWGWXBORBYWWYXYYGB;;;
YBWWXBYGWOORRXBORRGOGYXYBGBRWOGXWROWGOGRXBORBYWWYXYYGB;;;
YBWWXBYGWOORRXBORRGOGYXYBGBRWOGXRRROGOGGXBBYBYWWYXWYOW;;;
YBWOXBGYWOGYRXWORRRBGOXYBGBRWOGXRRROGOGGXBBYBYWWYXWYOW;;;
YBWOXBGYWOGYRXWORRRBGOXYBGBRWOGXWROWGOGRXBORBYWWYXYYGB;;;
YBWOXBGYWOGYRXGOOBRBGWXYYYBRWOGXWROWGOGRXBORBRRWWXYYGB;;;
YBWOXBGYGOGYRXGOOBRGRWXWYYBWYOBXWROWGOGRXBORBRRWWXYYGB;;;
YYOOXWGYGOGYRXGOOBRGRWXWYYBWRGBXOROWWBGBXBORBRRWWXYYGB;;;
YYOOXWGYGOGYWXGYGBRGRWXWYYBWRGBXOROWWBGBXOORORRWRXYBBB;;;
YYOOXBGRWOGYWXGYGBRWGWXYYYBRWGGXOROWWBGBXOORORRWRXYBBB;;;
YYOOXWGYGOGYWXGYGBRGRWXWYYBWRGBXOROWWBGBXOORORRWRXYBBB;;;
YBWOXBGYGOGYWXGYGBRGRWXWYYBWYOBXWROWGOGRXOORORRWRXYBBB;;;
YBWGXBRWGOYGWXOYGBYGRGXWYYBWYOBXWROWGOGRXOORORRWRXYBBB;;;
YBWGXBRWGOYGRXOBBBYGRGXWYYBWYOBXWROWGOGRXGOWYRRWRXYOOB;;;
YBWGXBRWGOYGWXOYGBYGRGXWYYBWYOBXWROWGOGRXOORORRWRXYBBB;;;
YBWGXBRWGOYGWXYYGYYGRRXWRRBWYOBXWROWGOGRXOOROBGWOXYBBB;;;
YBWGXBRWGOYGOXYBBYYGRRXWRRBWYOBXWROWGOGRXGOWYBGWRXYOOB;;;
YBWGXBRWGOYGOXYBBYYGRRXORBRWYOYXWWGWGOGRXGOWYBWBRXROOB;;;
YBWGXBRWGOYGOXYBBYYGRRXWRRBWYOBXWROWGOGRXGOWYBGWRXYOOB;;;
YBWGXBRWGOYGRXYOOYYGRRXWRRBWYOBXWROWGOGRXBOOBBGWWXYYGB;;;
YYOGXWRWGOYGRXYOOYYGRRXWRRBWRGBXOROWWBGBXBOOBBGWWXYYGB;;;
OYORXWRWGGBGBXYOOYYGRRXWRRBWRGBXOROWWGYBXYOOBBGWWXYYGB;;;
OYORXBRRWGBGBXYOOYYWGRXWRRBRWGGXOROWWGYBXYOOBBGWWXYYGB;;;
OYORXWRWGGBGBXYOOYYGRRXWRRBWRGBXOROWWGYBXYOOBBGWWXYYGB;;;
OYORXWRWGGBGBXRORRYGRGXWBWBWRGBXOROWWGYBXYOOBYOWYXYYGB;;;
OYOGXWYGGGWRBXRORRGRRBXWBWBWRGBXOROWWGYBXYOOBYOWYXYYGB;;;
OYOGXWYGGGWRYXRYGRGRRBXWBWBWRGBXOROWWGYBXROBOYOWOXYBYB;;;
OYOGXWYGGGWRYXWYBBGRROXWYOBWRGBXOROWWGYBXROBORGWRXYBYB;;;
OYOGXRYWRGWRYXWYBBGBWOXRYOBGGGWXOROWWGYBXROBORGWRXYBYB;;;
OYOGXRYWRGWRYXWYBBGBWOXGYYWGGGOXOBRWWGYBXROBORORRXWBYB;;;
OGGGXOYWRGWRYXWYBBGBWOXGYYWGBWOXGBRWORYYXROBORORRXWBYB;;;
OGGGXOYBGGWRYXWYBBGOROXWYYWWGWBXGBRWORYYXROBORORRXWBYB;;;
YRGRXOYBGOGRGXWYBBGOROXWYYWWGWBXGBRWOYGYXWOBORORRXWBYB;;;
YRGRXOYBGOGRGXWYBBGOROXWYYWWGWBXWBYBOYGRXWWGORORRXBBYO;;;
YRGRXOYWROGRGXWYBBGBWOXGYYWGBWOXWBYBOYGRXWWGORORRXBBYO;;;
GWGYXOYWRYRRRXWYBBGBWOXGYYWGBWOXWBYBOGORXGWGORORRXBBYO;;;
GWGWXORRRYOGRXBYBBYYWWXGYYWGBWOXWBYBOGORXGWGORORRXBBYO;;;
GWGWXORRRYOGRXRYORYYWBXGBBWGBWOXWBYBOGORXGWGOYWRYXBBYO;;;
GWGRXOGORYBYRXYYORRWWRXGBBWGBWOXWBYBOGORXGWGOYWRYXBBYO;;;
GWGWXORRRYOGRXRYORYYWBXGBBWGBWOXWBYBOGORXGWGOYWRYXBBYO;;;
GWGWXORRRYOGRXRYORYYWBXYBOBGBWBXWRWBOGORXGWGOYGWYXBBYO;;;
GWGWXORRRYOGRXRYORYYWBXWBBRGBWBXWWGBOGORXGWGOYYBYXOBYO;;;
GWGRXOGORYBYRXYYORRWWRXWBBRGBWBXWWGBOGORXGWGOYYBYXOBYO;;;
GWGRXOGORYBYRXYYORRWWRXWBBRGBWBXOWYOOGOGXGBWOYYBYXGBRW;;;
GGORXGGORYBYRXYYORRWWRXWBBRGWGBXOWYOWOOBXGBWOYYBYXGBRW;;;
GGORXGGORYBYWXYOGRRWWRXWBBRGWGBXOWYOWOOBXRBYBYYBRXGYOW;;;
GGORXGGORYBYWXYOGRRWWRXWBBRGWGBXYWBBWOOOXRWGBYYBRXOYYO;;;
GGOYXGYBRYRRWXWOGRGRWOXWBBRGWGBXYWBBWOOOXRWGBYYBRXOYYO;;;
GGOYXBYWGYRRWXWOGRGGROXBBBRWWGRXYWBBWOOOXRWGBYYBRXOYYO;;;
GGOYXBYWGYRRWXWOGRGGROXYBOBWWGBXYRBBWOOOXRWGBYBWRXRYYO;;;
GGOYXBYWWYRRWXWOGRGBGOXWBOBRYGGXYRBBWOOOXRWGBYBWRXRYYO;;;
GGOWXBRRWYOGWXBOGRYYGWXWBOBRYGGXYRBBWOOOXRWGBYBWRXRYYO;;;
YOOWXBRRWORGOXBOGRYYGWXWBOBRYGGXYRBBWWGOXGWGBYBWRXRYYO;;;
YOOWXBRRWORGOXBOGRYYGWXWBOBRYGGXGROWWWGYXGORBYBWRXYYBB;;;
YOOWXBRRWORGOXROBYYYGGXWRBBRYGGXGROWWWGYXGORBBWWOXYYBB;;;
YOOWXBRRWORGOXRYBYYYGGXWRBBRYGGXGROWWWGYXBOOOBWWRXYBGB;;;
YYGWXGRRWORGOXRYBYYYGGXWRBBRYWGXWROWOBGOXBOOOBWWRXYBGB;;;
YYWWXWRRWORGOXRYBYYYGGXWRBBROOGXBROWGGGYXBOOOBWWRXYBGB;;;
YYWWXWRRWORGOXRYBYYYGGXORGRROOYXBWWWGGGYXBOOOBWBRXBBGB;;;
YYWWXWRRWORGOXGYGRYYGWXOBRRROOYXBWWWGGGYXBOOOYBBRXBBGB;;;
YYWWXYRORORGOXGYGRYWWWXRBRRGOOYXBWWWGGGYXBOOOYBBRXBBGB;;;
ORWOXYRORGBGGXGYGRYWWWXRBRRGOOYXBWWWGWYYXYOOOYBBRXBBGB;;;
ORWOXYRORGBGGXGYGRYWWWXRBRRGOOYXBWGBGWYWXYWBOYBBRXOBYO;;;
GBWGXYRORYYGWXGYGRYWWWXRBRRGOOYXBWGBGOOWXRWBOYBBRXOBYO;;;
GWGGXORORYYGWXGYGRYWWWXRBRRGBWYXYWGBOBOOXRWBOYBBRXOBYO;;;
YYGWXORORORGBXGYGRYWWWXRBRRGBWYXYWGBOGGOXWWBOYBBRXOBYO;;;
YYGWXORORORGRXGBYRYWWWXRBRRGBWYXYWGBOGGOXGWBYYBBBXOOWO;;;
ORGRXORORGGGGXGBYRYWWWXRBRRGBWYXYWGBOWYOXYWBYYBBBXOOWO;;;
GGGGXORORYYGWXGBYRYWWWXRBRRGBWYXYWGBOROOXRWBYYBBBXOOWO;;;
GGGGXORORYYGWXBBBYYWWYXRRGRGBWYXYWGBOROOXRWBYBWBRXOOWO;;;
GGGBXOGYRYYYWXWBBYRGWOXRRGRGBWYXYWGBOROOXRWBYBWBRXOOWO;;;
GGGBXOGYRYYYWXWBBYRGWOXGRYWGBWOXYBWBOROOXRWBYBRRRXGOWO;;;
GGGBXOGYRYYYWXWBBYRGWOXWROBGBWGXYRRBOROOXRWBYBGWRXYOWO;;;
GGGBXOGYRYYYRXWOWYRGWOXWROBGBWGXYRRBOROOXBWWBBGWBXYYRO;;;
YYGRXOGYROBYRXWOWYRGWOXWROBGBWGXYRRBOBGOXGWWBBGWBXYYRO;;;
YYGRXOGYROBYRXOOORRGWGXWBBBGBWGXYRRBOBGOXGWWBYWWWXYYRO;;;
YYGRXOGYROBYWXOYRRRGWGXWBBBGBWGXYRRBOBGOXOWROYWWWXYBGO;;;
YYGRXOGYROBYWXWYWYRGWRXWROBGBWGXYRRBOBGOXOWROBGWBXYBGO;;;
YYGRXGGWWOBYWXWYWYRGGRXBROBRYWOXYRRBOBGOXOWROBGWBXYBGO;;;
YYGRXGGWWOBYWXWYWYRGGRXBROBRYWOXYRGOOBGRXOBYOBGWBXRBOW;;;
YRORXBGWWOBYWXWYWYRGGRXBROBRYGOXGRGOWYGYXOBYOBGWBXRBOW;;;
YRORXOGYROBYWXWYWYRBWRXWROBGBGGXGRGOWYGYXOBYOBGWBXRBOW;;;
YYWRXYGYROBYWXWYWYRBWRXWROBGROGXORGOGGGBXOBYOBGWBXRBOW;;;
GOWGXYGYRYYYRXWYWYRBWRXWROBGROGXORGOGWOBXBBYOBGWBXRBOW;;;
GOWGXYGYRYYYRXOYRRRBWGXWBBBGROGXORGOGWOBXBBYOYWWWXRBOW;;;
GOWGXYGYRYYYRXBYGBRBWWXWYWBGROGXORGOGWOBXBBYORRWOXRBOW;;;
GOWGXBGWWYYYRXBYGBRGGWXRYWBRYOYXORGOGWOBXBBYORRWOXRBOW;;;
OBWWXBGWWGOYGXBYGBRGGWXRYWBRYOYXORGOGRYBXYBYORRWOXRBOW;;;
OBWWXGGRGGOYGXBYGBRYRWXYYWBWWOBXORGOGRYBXYBYORRWOXRBOW;;;
OBWWXGGRGGOYGXWYWYRYRRXYROBWWOBXORGOGRYBXYBYOBGWBXRBOW;;;
OBWWXYGYRGOYGXWYWYRBWRXWROBGROGXORGOGRYBXYBYOBGWBXRBOW;;;
OBWBXYRRRGYGGXWYWYYWWOXWROBGROGXORGOGRYBXYBYOBGWBXRBOW;;;
GYWGXYRRRYYGRXWYWYYWWOXWROBGROGXORGOGBOBXBBYOBGWBXRBOW;;;
GBGGXBRRRYYGRXWYWYYWWOXWROBGYWGXYRGOOOORXBBYOBGWBXRBOW;;;
GBGGXBRRRYYGRXWYWYYWWOXGRGRGYWRXYWGOOOORXBBYOBWBBXOBOW;;;
GBGGXWRGWYYGRXWYWYYRGOXYRGRRRWBXYWGOOOORXBBYOBWBBXOBOW;;;
GRWGXYRGWYYGRXWYWYYRGOXYRGRRROBXOWGOGWOBXBBYOBWBBXOBOW;;;
GRWGXYRGWYYGBXWBOYYRGOXYRGRRROBXOWGOGWOBXWBRYBWBYXOOBW;;;
YYWBXYRGWOWGWXWBOYYRGOXYRGRRROBXOWGOGGGBXRBRYBWBYXOOBW;;;
GRWGXYRGWYYGBXWBOYYRGOXYRGRRROBXOWGOGWOBXWBRYBWBYXOOBW;;;
GBGGXWRGWYYGBXWBOYYRGOXYRGRRRWBXYWGOOOORXWBRYBWBYXOOBW;;;
GBGGXWRGWYYGRXWYWYYRGOXYRGRRRWBXYWGOOOORXBBYOBWBBXOBOW;;;
GBGGXWRGWYYGRXWYWYYRGOXYRGRRRWBXOWOWOOOGXBOYOBWBBXYBRB;;;
GBGWXWGYWYOYRXRYWYRGGGXYRGRRRWBXOWOWOOOGXBOYOBWBBXYBRB;;;
GBGWXWGYWYOYRXBYWBRGGWXYYRRRRWBXOWOWOOOGXBOYORGBGXYBRB;;;
GBGWXGGYGYOYRXBYWBRBRWXRYRRWYWWXOWOWOOOGXBOYORGBGXYBRB;;;
GBGWXWGYWYOYRXBYWBRGGWXYYRRRRWBXOWOWOOOGXBOYORGBGXYBRB;;;
YOGRXWGYWOBYOXBYWBRGGWXYYRRRRWBXOWOWOWGGXBOYORGBGXYBRB;;;
GBGWXWGYWYOYRXBYWBRGGWXYYRRRRWBXOWOWOOOGXBOYORGBGXYBRB;;;
GRWWXOGYWYOYRXBYWBRGGWXYYRRRGOBXOWOWGWOBXBOYORGBGXYBRB;;;
GRWGXORWWYYGRXWYWBYBGOXYYRRRGOBXOWOWGWOBXBOYORGBGXYBRB;;;
GRWWXOGYWYOYRXBYWBRGGWXYYRRRGOBXOWOWGWOBXBOYORGBGXYBRB;;;
OBWWXOGYWGRYWXBYWBRGGWXYYRRRGOBXOWOWGRYBXOOYORGBGXYBRB;;;
OBWWXOGYWGRYWXBYWBRGGWXGYYBRGORXORYWGRYBXOOYOROWGXBBRB;;;
OBWWXRGGRGRYWXBYWBROWWXYYYBGGOGXORYWGRYBXOOYOROWGXBBRB;;;
OBWWXRGGRGRYWXBYWBROWWXYYYBGGOGXYRBOGRYRXOBBOROWGXOBYW;;;
OBWWXRGGRGRYWXBYWBROWWXBYGRGGOOXYWOOGRYRXOBBORYBGXYBYW;;;
OBWBXRYRRGWRWXOYWBGWWGXBYGRGGOOXYWOOGRYRXOBBORYBGXYBYW;;;
OBWBXRYRRGWRBXOOOBGWWGXBYGRGGOOXYWOOGRYRXYBGBRYBWXYYWW;;;
YYWRXRYRROBRBXOOOBGWWGXBYGRGGOOXYWOOGBGRXWBGBRYBWXYYWW;;;
OBWBXRYRRGWRBXOOOBGWWGXBYGRGGOOXYWOOGRYRXYBGBRYBWXYYWW;;;
OBWBXRYRRGWRWXOYWBGWWGXBYGRGGOOXYWOOGRYRXOBBORYBGXYBYW;;;
OBWBXRYRRGWRWXOYWBGWWGXYYYBGGOGXYRBOGRYRXOBBOROWGXOBYW;;;
ORGBXRYRRGWRWXOYWBGWWGXYYYBGBWGXRRBOOYYGXOBBOROWGXOBYW;;;
ORGBXRYRRGWRGXOBYBGWWGXYYYBGBWGXRRBOOYYGXWBWYROWBXOOOW;;;
ORGBXRYRRGWRWXOYWBGWWGXYYYBGBWGXRRBOOYYGXOBBOROWGXOBYW;;;
ORGBXWYYWGWRWXOYWBGGGGXBYYBRRWRXRRBOOYYGXOBBOROWGXOBYW;;;
ORGBXWYYWGWRBXOOOBGGGGXBYYBRRWRXRRBOOYYGXYBGBROWWXOYWW;;;
ORGBXWYYWGWRBXOOOBGGGGXBYYBRRWRXGRGBOYYWXYWOBROWWXRYBO;;;
ORGBXWYYWGWRBXOOOBGGGGXBYYBRRWRXRRBOOYYGXYBGBROWWXOYWW;;;
ORGBXWYYWGWRGXOBYBGGGGXBYYBRRWRXRRBOOYYGXWBWYROWBXOOOW;;;
ORGBXGYBGGWRGXOBYBGRRGXRYYBWYWWXRRBOOYYGXWBWYROWBXOOOW;;;
GWGGXGYBGYWRYXOBYBGRRGXRYYBWYWWXRRBOOBOGXRBWYROWBXOOOW;;;
GWGGXGYBGYWRYXOBYBGRRGXBYWRWYWOXRWOOOBOGXRBWYRRBBXYOOW;;;
ORGBXGYBGGWRGXOBYBGRRGXBYWRWYWOXRWOOOYYGXWBWYRRBBXYOOW;;;
ORGBXOYYWGWRGXOBYBGGGGXBYWRRBWRXRWOOOYYGXWBWYRRBBXYOOW;;;
ORGBXOYYWGWRGXBBRRGGGYXBBORRBWRXRWOOOYYGXWBWYYGBWXYOOW;;;
ORGBXOYYWGWRGXWBGYGGGRXBRBRRBWRXRWOOOYYGXWBWYBYBOXYOOW;;;
ORGBXRYBRGWRGXWBGYGOWRXYRBRGBWGXRWOOOYYGXWBWYBYBOXYOOW;;;
OBWBXRYBRGWRGXWBGYGOWRXYRBRGGOGXYWOOGRYRXWBWYBYBOXYOOW;;;
OBWBXRYBRGWRGXOBYBGOWGXYYWRGGOGXYWOOGRYRXWBWYRRBBXYOOW;;;
OBWBXRYBRGWRGXOBYBGOWGXRYYBGGOWXYRYOGRYRXWBWYROWBXGOOW;;;
ORGBXRYBRGWRGXOBYBGOWGXRYYBGBWWXRRYOOYYGXWBWYROWBXGOOW;;;
OGOBXYYBRGWRGXOBYBGOWGXRYYBGRGWXRRYOWRYBXWBWYROWBXGOOW;;;
OGOOXYGGRGBYGXBBYBROWWXRYYBGRGWXRRYOWRYBXWBWYROWBXGOOW;;;
ORGOXRGGRGBYGXBBYBROWWXRYYBGBWWXRRYOOYYGXWBWYROWBXGOOW;;;
ORGOXRGGRGBYBXBOOBROWWXRYYBGBWWXRRYOOYYGXYBGBROWWXGYWW;;;
GBGBXRGGRYYYYXBOOBROWWXRYYBGBWWXRRYOOOOGXRBGBROWWXGYWW;;;
YYGYXRGGRORYOXBOOBROWWXRYYBGBWWXRRYOOBGGXBBGBROWWXGYWW;;;
YYGYXWGBGORYOXBOOBRRRWXGYYBWRWOXRRYOOBGGXBBGBROWWXGYWW;;;
YYGYXWGBGORYOXBOOBRRRWXOYGWWRWYXRBGOOBGGXBBGBRYRWXOYWW;;;
YYGYXRGORORYOXBOOBRYWWXRYGWGBWWXRBGOOBGGXBBGBRYRWXOYWW;;;
YYGYXYGRWORYOXBOOBRWGWXBYGWROWRXRBGOOBGGXBBGBRYRWXOYWW;;;
YYGYXYGRWORYOXBOOBRWGWXBYGWROWRXOBWWOBGGXBORBRYRWXGYGB;;;
YYGYXRGORORYOXBOOBRYWWXRYGWGBWWXOBWWOBGGXBORBRYRWXGYGB;;;
YYGYXRGORORYOXBOOBRYWWXRYGWGBWWXGBGBOBGWXBWOBRYRWXRYGO;;;
YYGYXYGRWORYOXBOOBRWGWXBYGWROWRXGBGBOBGWXBWOBRYRWXRYGO;;;
YYGYXYGRWORYOXBOOBRWGWXGYRBROWRXGRYBOBGWXBWOBRBWWXGYGO;;;
YYGYXRGORORYOXBOOBRYWWXRYRBGGWWXGRYBOBGWXBWOBRBWWXGYGO;;;
YYGYXRGORORYOXBOOBRYWWXRYRBGGWWXGRGOOBGYXBBGBRBWWXOYWW;;;
YYGYXRGORORYOXWOBRRYWOXRBBBGGWWXGRGOOBGYXBBGBYWWRXOYWW;;;
YYGYXYGRWORYOXWOBRRWGOXGBBBROWRXGRGOOBGYXBBGBYWWRXOYWW;;;
YYGYXYGRWORYOXWOBRRWGOXWBOWROWBXGBGOOBGYXBBGBYGRRXRYWW;;;
YYGYXYGRWORYRXWYWRRWGOXWBOWROWBXGBGOOBGYXBBOOYGRGXRBBW;;;
YYGYXYGRWORYRXOYOBRWGGXWYGWROWBXGBGOOBGYXBBOORWRWXRBBW;;;
YYGYXYGRWORYOXOOBBRWGGXWYGWROWBXGBGOOBGYXBBWBRWRRXRYOW;;;
YYOYXBGRWORYOXOOBBRWGGXWYGWRYGBXYBGOWGGOXBBWBRWRRXRYOW;;;
YYOYXBGRWORYOXOOBBRWGGXWYRRRYGGXYWWOWGGOXBBWBRGBRXBYOW;;;
YYOYXBGRWORYOXOOBBRWGGXGYBBRYGRXYRWOWGGOXBBWBRWWRXGYOW;;;
YYOOXBYRWOGROXWOBBGYGRXGYBBRYGRXYRWOWGGOXBBWBRWWRXGYOW;;;
YOWOXGYRWOGROXWOBBGYGRXGYBBRYORXBRWOGYGYXBBWBRWWRXGYOW;;;
YOWYXGGRWORYOXOOBBRWGGXGYBBRYORXBRWOGYGYXBBWBRWWRXGYOW;;;
YOWYXGGRWORYWXOBBBRWGGXGYBBRYORXBRWOGYGYXOBRYRWWOXGOBW;;;
YOWYXGGRWORYWXOBBBRWGGXWYRRRYOGXBWWOGYGYXOBRYRGBOXBOBW;;;
YOWYXGGRWORYWXRBGYRWGGXWRORRYOGXBWWOGYGYXOBRYBBBOXBOBW;;;
YOWYXGGRWORYWXRBGYRWGGXWRGWRYOBXBBBOGYGYXOBRYBWROXOOBW;;;
YOWYXGGRWORYWXRBGYRWGGXWRORRYOGXBWWOGYGYXOBRYBBBOXBOBW;;;
GOWYXGGRWYOYYXRBGYRWGGXWRORRYOGXBWWOGWOYXRBRYBBBOXBOBW;;;
GOWYXGGYRYOYYXRBGYRGWGXRRORGWOWXBWWOGWOYXRBRYBBBOXBOBW;;;
GOWYXGGYRYOYOXROBYRGWGXRRORGWOWXBWWOGWOYXGBYBBBBRXBYRW;;;
GOWYXGGYRYOYRXRYRYRGWGXRRORGWOWXBWWOGWOYXBBOOBBBYXBBGW;;;
GOWYXGGYRYOYRXRYRYRGWGXRRORGWOWXOWYBGWOGXBWBOBBBYXBBWO;;;
GGGYXWGYRYOYRXRYRYRGWGXRRORGOWWXGWYBOOOWXBWBOBBBYXBBWO;;;
GGGYXWGYRYOYRXYYBBRGWRXRYRRGOWWXGWYBOOOWXBWBORGBOXBBWO;;;
GGGYXWGYRYOYRXYYBBRGWRXRYRRGOWWXBWWOOOOYXBBGORGBOXBBWW;;;
GGGYXWGYRYOYGXYOBBRGWRXRYRRGOWWXBWWOOOOYXWBOBRGBRXBYBW;;;
GGGYXWGYRYOYGXYOBBRGWRXRYRRGOWWXBWBWOOOWXWOBBRGBRXOYYB;;;
GGGYXWGYRYOYGXYOBBRGWRXRYRRGOWWXBWWOOOOYXWBOBRGBRXBYBW;;;
GGGGXWRRRYYGGXYOBBYYWOXRYRRGOWWXBWWOOOOYXWBOBRGBRXBYBW;;;
GGGGXWRRRYYGGXYOBBYYWOXWYWWGOWBXBBGOOOOYXWBOBRRRRXRYBW;;;
GGGGXWRRRYYGGXYOBBYYWOXGYBBGOWRXBRROOOOYXWBOBRWWRXWYBW;;;
GGGGXRROGYYGGXYOBBYWROXRYBBWGWYXBRROOOOYXWBOBRWWRXWYBW;;;
GGGGXRROGYYGGXYOBBYWROXRYBBWGWYXORYBOOOBXWWWBRWWRXBYRO;;;
GGGGXYRGWYYGGXYOBBYRGOXOYBBRRWWXORYBOOOBXWWWBRWWRXBYRO;;;
GGGYXYGYWYOYGXROBBRGGGXOYBBRRWWXORYBOOOBXWWWBRWWRXBYRO;;;
GGGYXYGYWYOYGXROBBRGGGXOYBBRRWWXBRROOOOYXWBOBRWWRXWYBW;;;
GGGYXGGOGYOYGXROBBRWRGXRYBBWYWYXBRROOOOYXWBOBRWWRXWYBW;;;
OWGOXGGOGGGYYXROBBRWRGXRYBBWYWYXBRROOGYYXOBOBRWWRXWYBW;;;
GGGYXGGOGYOYGXROBBRWRGXRYBBWYWYXBRROOOOYXWBOBRWWRXWYBW;;;
